month_end,account_id,account_name,subsidiary_id,subsidiary_name,account_number,account_full_name,category,bs_flag,category_sorting,bs_flag_sorting,subsidiary_country,year,quarter,quarter_name,month,month_name,std_amount,std_amount_gbp,subsidiary_currency,is_year_end,is_quarter_end,account_type_name,ns_category,ns_bs_flag,ns_category_sorting,ns_bs_flag_sorting,ns_std_amount,ns_std_amount_gbp
31/10/2022,811,Vendor Prepayments,18,ACME Corp,85700,85700 - Vendor Prepayments,Prepayments to Suppliers,Assets,7,1,UK,2022,4,Qtr 4,10,Oct,19917169.42,19917169.42,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,19917169.42,19917169.42
30/11/2022,811,Vendor Prepayments,18,ACME Corp,85700,85700 - Vendor Prepayments,Prepayments to Suppliers,Assets,7,1,UK,2022,4,Qtr 4,11,Nov,20097117.05,20097117.05,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,20097117.05,20097117.05
31/12/2022,811,Vendor Prepayments,18,ACME Corp,85700,85700 - Vendor Prepayments,Prepayments to Suppliers,Assets,7,1,UK,2022,4,Qtr 4,12,Dec,13045478.18,13045478.18,GBP,1,1,Other Current Asset,Other Current Asset,Assets,3,1,13045478.18,13045478.18
31/01/2023,811,Vendor Prepayments,18,ACME Corp,85700,85700 - Vendor Prepayments,Prepayments to Suppliers,Assets,7,1,UK,2023,1,Qtr 1,1,Jan,12602717.02,12602717.02,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,12602717.02,12602717.02
28/02/2023,811,Vendor Prepayments,18,ACME Corp,85700,85700 - Vendor Prepayments,Prepayments to Suppliers,Assets,7,1,UK,2023,1,Qtr 1,2,Feb,13194834.77,13194834.77,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,13194834.77,13194834.77
31/03/2023,811,Vendor Prepayments,18,ACME Corp,85700,85700 - Vendor Prepayments,Prepayments to Suppliers,Assets,7,1,UK,2023,1,Qtr 1,3,Mar,7554194.52,7554194.52,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,7554194.52,7554194.52
30/04/2023,811,Vendor Prepayments,18,ACME Corp,85700,85700 - Vendor Prepayments,Prepayments to Suppliers,Assets,7,1,UK,2023,2,Qtr 2,4,Apr,7528003.008,7528003.008,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,7528003.008,7528003.008
31/05/2023,811,Vendor Prepayments,18,ACME Corp,85700,85700 - Vendor Prepayments,Prepayments to Suppliers,Assets,7,1,UK,2023,2,Qtr 2,5,May,9685714.768,9685714.768,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,9685714.768,9685714.768
30/06/2023,811,Vendor Prepayments,18,ACME Corp,85700,85700 - Vendor Prepayments,Prepayments to Suppliers,Assets,7,1,UK,2023,2,Qtr 2,6,Jun,9053642.968,9053642.968,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,9053642.968,9053642.968
31/07/2023,811,Vendor Prepayments,18,ACME Corp,85700,85700 - Vendor Prepayments,Prepayments to Suppliers,Assets,7,1,UK,2023,3,Qtr 3,7,Jul,8309447.4,8309447.4,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,8309447.4,8309447.4
31/08/2023,811,Vendor Prepayments,18,ACME Corp,85700,85700 - Vendor Prepayments,Prepayments to Suppliers,Assets,7,1,UK,2023,3,Qtr 3,8,Aug,6884602.072,6884602.072,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,6884602.072,6884602.072
30/09/2023,811,Vendor Prepayments,18,ACME Corp,85700,85700 - Vendor Prepayments,Prepayments to Suppliers,Assets,7,1,UK,2023,3,Qtr 3,9,Sep,7534935.576,7534935.576,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,7534935.576,7534935.576
31/10/2023,811,Vendor Prepayments,18,ACME Corp,85700,85700 - Vendor Prepayments,Prepayments to Suppliers,Assets,7,1,UK,2023,4,Qtr 4,10,Oct,8134945.032,8134945.032,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,8134945.032,8134945.032
30/11/2023,811,Vendor Prepayments,18,ACME Corp,85700,85700 - Vendor Prepayments,Prepayments to Suppliers,Assets,7,1,UK,2023,4,Qtr 4,11,Nov,11258797.85,11258797.85,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,11258797.85,11258797.85
31/12/2023,811,Vendor Prepayments,18,ACME Corp,85700,85700 - Vendor Prepayments,Prepayments to Suppliers,Assets,7,1,UK,2023,4,Qtr 4,12,Dec,12470188.98,12470188.98,GBP,1,1,Other Current Asset,Other Current Asset,Assets,3,1,12470188.98,12470188.98
31/01/2024,811,Vendor Prepayments,18,ACME Corp,85700,85700 - Vendor Prepayments,Prepayments to Suppliers,Assets,7,1,UK,2024,1,Qtr 1,1,Jan,10770952.3,10770952.3,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,10770952.3,10770952.3
29/02/2024,811,Vendor Prepayments,18,ACME Corp,85700,85700 - Vendor Prepayments,Prepayments to Suppliers,Assets,7,1,UK,2024,1,Qtr 1,2,Feb,9390297.968,9390297.968,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,9390297.968,9390297.968
31/03/2024,811,Vendor Prepayments,18,ACME Corp,85700,85700 - Vendor Prepayments,Prepayments to Suppliers,Assets,7,1,UK,2024,1,Qtr 1,3,Mar,7521222.312,7521222.312,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,7521222.312,7521222.312
30/04/2024,811,Vendor Prepayments,18,ACME Corp,85700,85700 - Vendor Prepayments,Prepayments to Suppliers,Assets,7,1,UK,2024,2,Qtr 2,4,Apr,14131187.64,14131187.64,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,14131187.64,14131187.64
31/05/2024,811,Vendor Prepayments,18,ACME Corp,85700,85700 - Vendor Prepayments,Prepayments to Suppliers,Assets,7,1,UK,2024,2,Qtr 2,5,May,14085027.26,14085027.26,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,14085027.26,14085027.26
30/06/2024,811,Vendor Prepayments,18,ACME Corp,85700,85700 - Vendor Prepayments,Prepayments to Suppliers,Assets,7,1,UK,2024,2,Qtr 2,6,Jun,22063117.45,22063117.45,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,22063117.45,22063117.45
31/07/2024,811,Vendor Prepayments,18,ACME Corp,85700,85700 - Vendor Prepayments,Prepayments to Suppliers,Assets,7,1,UK,2024,3,Qtr 3,7,Jul,22857036,22857036,GBP,1,1,Other Current Asset,Other Current Asset,Assets,3,1,22857036,22857036
31/12/2023,870,Vendor Deposits,18,ACME Corp,85850,85850 - Vendor Deposits,Prepayments to Suppliers,Assets,7,1,UK,2023,4,Qtr 4,12,Dec,64873.112,64873.112,GBP,1,1,Other Current Asset,Other Current Asset,Assets,3,1,64873.112,64873.112
31/01/2024,870,Vendor Deposits,18,ACME Corp,85850,85850 - Vendor Deposits,Prepayments to Suppliers,Assets,7,1,UK,2024,1,Qtr 1,1,Jan,47040,47040,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,47040,47040
29/02/2024,870,Vendor Deposits,18,ACME Corp,85850,85850 - Vendor Deposits,Prepayments to Suppliers,Assets,7,1,UK,2024,1,Qtr 1,2,Feb,47040,47040,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,47040,47040
31/03/2024,870,Vendor Deposits,18,ACME Corp,85850,85850 - Vendor Deposits,Prepayments to Suppliers,Assets,7,1,UK,2024,1,Qtr 1,3,Mar,47040,47040,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,47040,47040
30/04/2024,870,Vendor Deposits,18,ACME Corp,85850,85850 - Vendor Deposits,Prepayments to Suppliers,Assets,7,1,UK,2024,2,Qtr 2,4,Apr,47040,47040,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,47040,47040
31/05/2024,870,Vendor Deposits,18,ACME Corp,85850,85850 - Vendor Deposits,Prepayments to Suppliers,Assets,7,1,UK,2024,2,Qtr 2,5,May,47040,47040,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,47040,47040
30/06/2024,870,Vendor Deposits,18,ACME Corp,85850,85850 - Vendor Deposits,Prepayments to Suppliers,Assets,7,1,UK,2024,2,Qtr 2,6,Jun,47040,47040,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,47040,47040
31/07/2024,870,Vendor Deposits,18,ACME Corp,85850,85850 - Vendor Deposits,Prepayments to Suppliers,Assets,7,1,UK,2024,3,Qtr 3,7,Jul,47040,47040,GBP,1,1,Other Current Asset,Other Current Asset,Assets,3,1,47040,47040
30/06/2020,996,Purchases On Behalf Of GBP,18,ACME Corp,85750,85750 - Purchases On Behalf Of GBP,Prepayments to Suppliers,Assets,7,1,UK,2020,2,Qtr 2,6,Jun,-118096,-118096,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,-118096,-118096
31/03/2021,996,Purchases On Behalf Of GBP,18,ACME Corp,85750,85750 - Purchases On Behalf Of GBP,Prepayments to Suppliers,Assets,7,1,UK,2021,1,Qtr 1,3,Mar,-336228.704,-336228.704,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,-336228.704,-336228.704
30/04/2021,996,Purchases On Behalf Of GBP,18,ACME Corp,85750,85750 - Purchases On Behalf Of GBP,Prepayments to Suppliers,Assets,7,1,UK,2021,2,Qtr 2,4,Apr,-336228.704,-336228.704,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,-336228.704,-336228.704
31/05/2021,996,Purchases On Behalf Of GBP,18,ACME Corp,85750,85750 - Purchases On Behalf Of GBP,Prepayments to Suppliers,Assets,7,1,UK,2021,2,Qtr 2,5,May,-336228.704,-336228.704,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,-336228.704,-336228.704
30/06/2021,996,Purchases On Behalf Of GBP,18,ACME Corp,85750,85750 - Purchases On Behalf Of GBP,Prepayments to Suppliers,Assets,7,1,UK,2021,2,Qtr 2,6,Jun,-336228.704,-336228.704,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,-336228.704,-336228.704
31/07/2021,996,Purchases On Behalf Of GBP,18,ACME Corp,85750,85750 - Purchases On Behalf Of GBP,Prepayments to Suppliers,Assets,7,1,UK,2021,3,Qtr 3,7,Jul,-336228.704,-336228.704,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,-336228.704,-336228.704
31/08/2021,996,Purchases On Behalf Of GBP,18,ACME Corp,85750,85750 - Purchases On Behalf Of GBP,Prepayments to Suppliers,Assets,7,1,UK,2021,3,Qtr 3,8,Aug,-336228.704,-336228.704,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,-336228.704,-336228.704
30/09/2021,996,Purchases On Behalf Of GBP,18,ACME Corp,85750,85750 - Purchases On Behalf Of GBP,Prepayments to Suppliers,Assets,7,1,UK,2021,3,Qtr 3,9,Sep,-336228.704,-336228.704,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,-336228.704,-336228.704
31/10/2021,996,Purchases On Behalf Of GBP,18,ACME Corp,85750,85750 - Purchases On Behalf Of GBP,Prepayments to Suppliers,Assets,7,1,UK,2021,4,Qtr 4,10,Oct,-336228.704,-336228.704,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,-336228.704,-336228.704
30/11/2021,996,Purchases On Behalf Of GBP,18,ACME Corp,85750,85750 - Purchases On Behalf Of GBP,Prepayments to Suppliers,Assets,7,1,UK,2021,4,Qtr 4,11,Nov,-336228.704,-336228.704,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,-336228.704,-336228.704
31/12/2021,996,Purchases On Behalf Of GBP,18,ACME Corp,85750,85750 - Purchases On Behalf Of GBP,Prepayments to Suppliers,Assets,7,1,UK,2021,4,Qtr 4,12,Dec,-200809.832,-200809.832,GBP,1,1,Other Current Asset,Other Current Asset,Assets,3,1,-200809.832,-200809.832
30/06/2020,424,Contract Work In Progress,18,ACME Corp,83350,83350 - Contract Work In Progress,Work in Progress for Third Parties,Assets,6,1,UK,2020,2,Qtr 2,6,Jun,144884228,144884228,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,144884228,144884228
30/09/2020,424,Contract Work In Progress,18,ACME Corp,83350,83350 - Contract Work In Progress,Work in Progress for Third Parties,Assets,6,1,UK,2020,3,Qtr 3,9,Sep,180533668.8,180533668.8,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,180533668.8,180533668.8
30/06/2021,424,Contract Work In Progress,18,ACME Corp,83350,83350 - Contract Work In Progress,Work in Progress for Third Parties,Assets,6,1,UK,2021,2,Qtr 2,6,Jun,112347200,112347200,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,112347200,112347200
30/09/2021,424,Contract Work In Progress,18,ACME Corp,83350,83350 - Contract Work In Progress,Work in Progress for Third Parties,Assets,6,1,UK,2021,3,Qtr 3,9,Sep,107695200,107695200,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,107695200,107695200
28/02/2022,424,Contract Work In Progress,18,ACME Corp,83350,83350 - Contract Work In Progress,Work in Progress for Third Parties,Assets,6,1,UK,2022,1,Qtr 1,2,Feb,-3994070.4,-3994070.4,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,-3994070.4,-3994070.4
30/04/2022,424,Contract Work In Progress,18,ACME Corp,83350,83350 - Contract Work In Progress,Work in Progress for Third Parties,Assets,6,1,UK,2022,2,Qtr 2,4,Apr,-3994070.4,-3994070.4,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,-3994070.4,-3994070.4
30/06/2022,424,Contract Work In Progress,18,ACME Corp,83350,83350 - Contract Work In Progress,Work in Progress for Third Parties,Assets,6,1,UK,2022,2,Qtr 2,6,Jun,-3994070.4,-3994070.4,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,-3994070.4,-3994070.4
30/09/2022,424,Contract Work In Progress,18,ACME Corp,83350,83350 - Contract Work In Progress,Work in Progress for Third Parties,Assets,6,1,UK,2022,3,Qtr 3,9,Sep,-3994070.4,-3994070.4,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,-3994070.4,-3994070.4
30/11/2022,424,Contract Work In Progress,18,ACME Corp,83350,83350 - Contract Work In Progress,Work in Progress for Third Parties,Assets,6,1,UK,2022,4,Qtr 4,11,Nov,-3994070.4,-3994070.4,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,-3994070.4,-3994070.4
28/02/2023,424,Contract Work In Progress,18,ACME Corp,83350,83350 - Contract Work In Progress,Work in Progress for Third Parties,Assets,6,1,UK,2023,1,Qtr 1,2,Feb,154999073.6,154999073.6,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,154999073.6,154999073.6
30/04/2023,424,Contract Work In Progress,18,ACME Corp,83350,83350 - Contract Work In Progress,Work in Progress for Third Parties,Assets,6,1,UK,2023,2,Qtr 2,4,Apr,44293291.2,44293291.2,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,44293291.2,44293291.2
30/06/2023,424,Contract Work In Progress,18,ACME Corp,83350,83350 - Contract Work In Progress,Work in Progress for Third Parties,Assets,6,1,UK,2023,2,Qtr 2,6,Jun,50667443.2,50667443.2,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,50667443.2,50667443.2
30/09/2023,424,Contract Work In Progress,18,ACME Corp,83350,83350 - Contract Work In Progress,Work in Progress for Third Parties,Assets,6,1,UK,2023,3,Qtr 3,9,Sep,28010856.8,28010856.8,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,28010856.8,28010856.8
30/11/2023,424,Contract Work In Progress,18,ACME Corp,83350,83350 - Contract Work In Progress,Work in Progress for Third Parties,Assets,6,1,UK,2023,4,Qtr 4,11,Nov,47177230.4,47177230.4,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,47177230.4,47177230.4
29/02/2024,424,Contract Work In Progress,18,ACME Corp,83350,83350 - Contract Work In Progress,Work in Progress for Third Parties,Assets,6,1,UK,2024,1,Qtr 1,2,Feb,264857491.9,264857491.9,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,264857491.9,264857491.9
30/04/2024,424,Contract Work In Progress,18,ACME Corp,83350,83350 - Contract Work In Progress,Work in Progress for Third Parties,Assets,6,1,UK,2024,2,Qtr 2,4,Apr,264857491.9,264857491.9,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,264857491.9,264857491.9
30/06/2024,424,Contract Work In Progress,18,ACME Corp,83350,83350 - Contract Work In Progress,Work in Progress for Third Parties,Assets,6,1,UK,2024,2,Qtr 2,6,Jun,264857491.9,264857491.9,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,264857491.9,264857491.9
28/02/2018,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2018,1,Qtr 1,2,Feb,240,240,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,240,240
30/04/2018,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2018,2,Qtr 2,4,Apr,240,240,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,240,240
30/06/2018,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2018,2,Qtr 2,6,Jun,240,240,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,240,240
30/09/2018,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2018,3,Qtr 3,9,Sep,240,240,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,240,240
30/11/2018,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2018,4,Qtr 4,11,Nov,240,240,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,240,240
28/02/2019,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2019,1,Qtr 1,2,Feb,240,240,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,240,240
30/04/2019,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2019,2,Qtr 2,4,Apr,240,240,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,240,240
30/06/2019,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2019,2,Qtr 2,6,Jun,240,240,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,240,240
30/09/2019,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2019,3,Qtr 3,9,Sep,240,240,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,240,240
30/11/2019,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2019,4,Qtr 4,11,Nov,240,240,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,240,240
29/02/2020,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2020,1,Qtr 1,2,Feb,240,240,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,240,240
30/04/2020,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2020,2,Qtr 2,4,Apr,240,240,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,240,240
30/06/2020,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2020,2,Qtr 2,6,Jun,240,240,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,240,240
30/09/2020,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2020,3,Qtr 3,9,Sep,240,240,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,240,240
30/11/2020,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2020,4,Qtr 4,11,Nov,240,240,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,240,240
28/02/2021,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2021,1,Qtr 1,2,Feb,240,240,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,240,240
30/04/2021,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2021,2,Qtr 2,4,Apr,240,240,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,240,240
30/06/2021,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2021,2,Qtr 2,6,Jun,240,240,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,240,240
30/09/2021,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2021,3,Qtr 3,9,Sep,240,240,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,240,240
30/11/2021,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2021,4,Qtr 4,11,Nov,240,240,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,240,240
28/02/2022,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2022,1,Qtr 1,2,Feb,240,240,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,240,240
30/04/2022,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2022,2,Qtr 2,4,Apr,240,240,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,240,240
30/06/2022,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2022,2,Qtr 2,6,Jun,240,240,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,240,240
30/09/2022,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2022,3,Qtr 3,9,Sep,240,240,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,240,240
30/11/2022,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2022,4,Qtr 4,11,Nov,240,240,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,240,240
28/02/2023,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2023,1,Qtr 1,2,Feb,240,240,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,240,240
30/04/2023,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2023,2,Qtr 2,4,Apr,240,240,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,240,240
30/06/2023,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2023,2,Qtr 2,6,Jun,240,240,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,240,240
30/09/2023,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2023,3,Qtr 3,9,Sep,240,240,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,240,240
30/11/2023,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2023,4,Qtr 4,11,Nov,240,240,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,240,240
29/02/2024,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2024,1,Qtr 1,2,Feb,240,240,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,240,240
30/04/2024,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2024,2,Qtr 2,4,Apr,240,240,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,240,240
30/06/2024,805,Capital shares in affiliated companies,18,ACME Corp,87300,87300 - Capital shares in affiliated companies,Investments,Assets,8,1,UK,2024,2,Qtr 2,6,Jun,240,240,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,240,240
30/04/2019,116,Undeposited Funds,18,ACME Corp,6005,6005 - Undeposited Funds,Other Receivables,Assets,4,1,UK,2019,2,Qtr 2,4,Apr,0.056,0.056,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,0.056,0.056
30/06/2019,116,Undeposited Funds,18,ACME Corp,6005,6005 - Undeposited Funds,Other Receivables,Assets,4,1,UK,2019,2,Qtr 2,6,Jun,0.056,0.056,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,0.056,0.056
30/09/2019,116,Undeposited Funds,18,ACME Corp,6005,6005 - Undeposited Funds,Other Receivables,Assets,4,1,UK,2019,3,Qtr 3,9,Sep,0.056,0.056,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,0.056,0.056
31/12/2018,424,Contract Work In Progress,18,ACME Corp,83350,83350 - Contract Work In Progress,Work in Progress for Third Parties,Assets,6,1,UK,2018,4,Qtr 4,12,Dec,35776902.4,35776902.4,GBP,1,1,Other Current Asset,Other Current Asset,Assets,3,1,35776902.4,35776902.4
31/12/2019,424,Contract Work In Progress,18,ACME Corp,83350,83350 - Contract Work In Progress,Work in Progress for Third Parties,Assets,6,1,UK,2019,4,Qtr 4,12,Dec,45354883.2,45354883.2,GBP,1,1,Other Current Asset,Other Current Asset,Assets,3,1,45354883.2,45354883.2
31/03/2020,424,Contract Work In Progress,18,ACME Corp,83350,83350 - Contract Work In Progress,Work in Progress for Third Parties,Assets,6,1,UK,2020,1,Qtr 1,3,Mar,73318828.38,73318828.38,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,73318828.38,73318828.38
31/12/2020,424,Contract Work In Progress,18,ACME Corp,83350,83350 - Contract Work In Progress,Work in Progress for Third Parties,Assets,6,1,UK,2020,4,Qtr 4,12,Dec,65619808.8,65619808.8,GBP,1,1,Other Current Asset,Other Current Asset,Assets,3,1,65619808.8,65619808.8
31/03/2021,424,Contract Work In Progress,18,ACME Corp,83350,83350 - Contract Work In Progress,Work in Progress for Third Parties,Assets,6,1,UK,2021,1,Qtr 1,3,Mar,87445929.6,87445929.6,GBP,0,1,Other Current Asset,Other Current Asset,Assets,3,1,87445929.6,87445929.6
31/12/2021,424,Contract Work In Progress,18,ACME Corp,83350,83350 - Contract Work In Progress,Work in Progress for Third Parties,Assets,6,1,UK,2021,4,Qtr 4,12,Dec,93620000,93620000,GBP,1,1,Other Current Asset,Other Current Asset,Assets,3,1,93620000,93620000
31/01/2022,424,Contract Work In Progress,18,ACME Corp,83350,83350 - Contract Work In Progress,Work in Progress for Third Parties,Assets,6,1,UK,2022,1,Qtr 1,1,Jan,-3994070.4,-3994070.4,GBP,0,0,Other Current Asset,Other Current Asset,Assets,3,1,-3994070.4,-3994070.4
